n	radius_squared	x	y
62375	2869707043441720798266417682875863125/13778	15/166	5/166
62376	2869707043441720798266417682875863125/13778	71/166	43/166
62377	2869707043441720798266417682875863125/13778	25/166	17/166
62378	3820991146240081283879594815320900625/13778	81/166	1/166
62379	3803964271248359656510643006724608125/13778	63/166	21/166
62380	171082073860448893510914397800203125/3698	1/2	29/86
62381	7650907131817329813158899005435533125/13778	41/166	11/166
62382	3006979289834892035537577490645600625/13778	1/2	5/166
62383	3678588877412228327738863833733958125/13778	63/166	11/166
62384	1015927394802836076658813106832390625/3698	1/2	37/86
62385	3006979289834892035537577490645600625/13778	39/166	9/166
62386	3348799607217169918219709788321623125/13778	69/166	57/166
62387	3716854339461106595991091448462433125/13778	73/166	47/166
62388	2737400508804076655142252399582405625/13778	57/166	57/166
62389	335289724281430854703685249107953125/3698	41/86	7/86
62390	1753089516810701032403998351017550625/13778	41/166	3/166
62391	2737400508804076655142252399582405625/13778	31/166	15/166
62392	351519014798813493446308107744203125/3698	19/86	19/86
62393	2880845076951015169822195756765763125/13778	59/166	9/166
62394	1663760114680219451135004804468885625/13778	73/166	57/166
62395	1753089516810701032403998351017550625/13778	67/166	43/166
62396	351980277884982200006374801510578125/3698	19/86	19/86
62397	1908058755865790626428661188676560625/13778	15/166	13/166
62398	320416282752670581766450204845953125/3698	13/86	5/86
62399	1753089516810701032403998351017550625/13778	19/166	1/166
62400	2402129562162029048095703125/2	1/2	1/2
62401	2690081143491356005221925661720538125/13778	25/166	7/166
62402	2489193402322376604021146829897848125/13778	1/2	79/166
62403	2489193402322376604021146829897848125/13778	77/166	35/166
62404	283709160826433100720376537185578125/3698	1/2	41/86
62405	132655819226011381565500292131140625/3698	9/86	1/86
62406	132655819226011381565500292131140625/3698	27/86	27/86
62407	117177377690050229498519758338765625/3698	27/86	21/86
62408	2295901914118321734325303217320938125/13778	79/166	71/166
62409	1443151038700521844354672675699530625/13778	43/166	21/166
62410	363438454121431733418253018908640625/3698	31/86	1/86
62411	1443151038700521844354672675699530625/13778	57/166	55/166
62412	189187771045092186503740223339078125/3698	41/86	41/86
62413	1443151038700521844354672675699530625/13778	75/166	63/166
62414	1443151038700521844354672675699530625/13778	17/166	3/166
62415	1443151038700521844354672675699530625/13778	29/166	11/166
62416	1609989309070524369713594372312193125/13778	79/166	67/166
62417	1443151038700521844354672675699530625/13778	47/166	9/166
62418	239513060261882000264745382581203125/3698	33/86	17/86
62419	1443151038700521844354672675699530625/13778	61/166	35/166
62420	1443151038700521844354672675699530625/13778	31/166	1/166
62421	1643356963144524874785378711634725625/13778	65/166	15/166
62422	131767557013324966245417160155265625/3698	21/86	21/86
62423	1906644802954704042541574848916898125/13778	45/166	15/166
62424	1876733099922445567062592256482260625/13778	1/2	25/166
62425	178993383634342483962286161860328125/3698	35/86	25/86
62426	1443151038700521844354672675699530625/13778	1/2	7/166
62427	1908058755865790626428661188676560625/13778	63/166	49/166
62428	112578693940127501701725747648578125/3698	1/2	29/86
62429	1663760114680219451135004804468885625/13778	23/166	9/166
62430	1753089516810701032403998351017550625/13778	65/166	11/166
62431	2334224163267287009996483992238838125/13778	77/166	23/166
62432	2215282804629463468085835126392273125/13778	45/166	19/166
62433	1663760114680219451135004804468885625/13778	21/166	13/166
62434	128489026426312239524794630713015625/3698	29/86	29/86
62435	189187771045092186503740223339078125/3698	21/86	13/86
62436	1663760114680219451135004804468885625/13778	51/166	1/166
62437	2215282804629463468085835126392273125/13778	55/166	5/166
62438	1908058755865790626428661188676560625/13778	55/166	5/166
62439	1810832832000017855655226223648455625/13778	45/166	11/166
62440	256231996289287690524354679518453125/3698	1/2	13/86
62441	131767557013324966245417160155265625/3698	39/86	7/86
62442	188356605199364226863721409269078125/3698	31/86	9/86
62443	3006979289834892035537577490645600625/13778	53/166	11/166
62444	497492449282819875177903412986828125/3698	1/2	17/86
62445	3006979289834892035537577490645600625/13778	65/166	45/166
62446	471508901928474104838778703116140625/3698	1/2	19/86
62447	3876097005058522466140950482525043125/13778	43/166	11/166
62448	214741188028847153583931412123890625/3698	37/86	1/86
62449	66471379015843200663476294686703125/3698	25/86	19/86
62450	658969336227190441746095704305828125/3698	35/86	35/86
62451	4194391018773239703212626982648598125/13778	13/166	1/166
62452	668698804033321975443327837097703125/3698	41/86	41/86
62453	5002940597858575196977737022358805625/13778	79/166	41/166
62454	347175086378019985671816783742515625/3698	41/86	41/86
62455	5143918886671871147087124945926738125/13778	63/166	29/166
62456	106234743197594176938346706976390625/3698	37/86	19/86
62457	7059060391531824153399874154227488125/13778	67/166	33/166
62458	96259382890162975234660692305640625/3698	1/2	21/86
62459	118623187574496763538060015978703125/3698	39/86	3/86
62460	224101027621202314855344513256765625/3698	33/86	33/86
62461	5838172766564446671586573701764245625/13778	59/166	27/166
62462	190007052663574461950343919399515625/3698	13/86	13/86
62463	471508901928474104838778703116140625/3698	11/86	5/86
62464	4152052566789999043714644067225/98	1/2	3/14
62465	178993383634342483962286161860328125/3698	11/86	3/86
62466	1664851806490473219935333482761860525/4418	11/94	3/94
62467	4757396524648842347939154094413510625/13778	49/166	15/166
62468	389084283847453742054861968753953125/3698	19/86	15/86
62469	2199736527463108938748966083760875625/13778	33/166	5/166
62470	60323737025938627191709700958453125/3698	1/86	1/86
62471	2691048239180757635728430589778533125/13778	43/166	15/166
62472	266611975582505678962743818009515625/3698	39/86	27/86
62473	2928930956456404719549728321471663125/13778	45/166	15/166
62474	96259382890162975234660692305640625/3698	15/86	1/86
62475	2199736527463108938748966083760875625/13778	67/166	51/166
62476	121553570731570599224827786044640625/3698	1/2	41/86
62477	10304745696375096312423502502322675625/13778	39/166	11/166
62478	141450680169172357138903626416078125/3698	29/86	29/86
62479	231529766782526371424303896107453125/3698	33/86	29/86
62480	534298365199582923667508930373453125/3698	1/2	35/86
62481	224101027621202314855344513256765625/3698	37/86	11/86
62482	6507289134064452813421759864295395625/13778	19/166	19/166
62483	43302931558038931552555096538640625/3698	31/86	9/86
62484	227481699905709112126101807782328125/3698	1/2	17/86
62485	106234743197594176938346706976390625/3698	31/86	9/86
62486	119199231467717042363628233202078125/3698	7/86	7/86
62487	4691473478925745612730095806959035625/13778	79/166	69/166
62488	796267417548168816840691354003765625/3698	1/2	27/86
62489	563445705654611435589820859315890625/3698	35/86	3/86
62490	64861472591225695758977376360453125/3698	1/2	27/86
62491	4691473478925745612730095806959035625/13778	77/166	33/166
62492	243403735329032261830573122755328125/3698	17/86	17/86
62493	121553570731570599224827786044640625/3698	37/86	21/86
62494	73279170481173768602009770962953125/3698	7/86	5/86
62495	8014040988462275583387011185280453125/7396	3/43	5/86
62496	206596406832504097692916938053125/144	1/2	5/12
62497	67828235601594643766340366798390625/3698	29/86	13/86
62498	214643518134128538859339007376078125/3698	31/86	21/86
62499	13345970781537017914130193344505158125/13778	71/166	55/166
62500	5584488832839101267603693550625/2	1/2	1/2
62501	1098840034089708276976574970013328125/3698	35/86	25/86
62502	128165761372078996078371268428078125/3698	1/2	17/86
62503	6801020272982272590444051103003808125/13778	69/166	23/166
62504	41880811056224906776409919773703125/3698	41/86	23/86
62505	2928930956456404719549728321471663125/13778	61/166	43/166
62506	40182053126551165370462744089515625/3698	1/86	1/86
62507	33638757991437968287607177997828125/3698	23/86	11/86
62508	30063818725007920632028697596890625/3698	35/86	35/86
62509	73279170481173768602009770962953125/3698	35/86	15/86
62510	44320977053749568670424571806890625/3698	17/86	17/86
62511	128165761372078996078371268428078125/3698	37/86	9/86
62512	113866983480105221199710173306140625/3698	39/86	5/86
62513	2751309050528998351430180470662953125/3698	39/86	33/86
62514	70685217543787086527602345442140625/3698	37/86	11/86
62515	134568336442478476043044717522703125/3698	21/86	15/86
62516	30063818725007920632028697596890625/3698	41/86	9/86
62517	5179363722920785159185682189857453125/7396	20/43	17/86
62518	44129445206894700428834613452828125/3698	1/2	27/86
62519	116236896425859910221533714071703125/3698	35/86	9/86
62520	27283349941192159186291939437640625/3698	33/86	1/86
62521	53502070737562601404870283566703125/3698	9/86	7/86
62522	33142861337958260488045913008140625/3698	27/86	27/86
62523	423861886711050722812305666352765625/3698	23/86	15/86
62524	20257594591528942228448521556703125/3698	41/86	41/86
62525	84692560112610561914771706522078125/3698	37/86	5/86
62526	95237937247254678573420323676578125/3698	1/2	1/86
62527	67760558967125455617498207255953125/3698	7/86	1/86
62528	78884886880073589404543455099515625/3698	31/86	29/86
62529	20257594591528942228448521556703125/3698	21/86	13/86
62530	50311487988466540007842016546265625/3698	1/2	27/86
62531	87874191987797589734360264764703125/3698	13/86	11/86
62532	23807763961422457379120991738578125/3698	1/2	11/86
62533	21194361971484037822827643940828125/3698	27/86	17/86
62534	33283846581220493203859697893890625/3698	33/86	19/86
62535	25086033167404871198134199348703125/3698	13/86	3/86
62536	40182053126551165370462744089515625/3698	35/86	29/86
62537	17677009293245000543295843651390625/3698	39/86	19/86
62538	36303214069967708349991904967953125/3698	29/86	27/86
62539	21194361971484037822827643940828125/3698	41/86	5/86
62540	49586835713601002571861154595828125/3698	1/2	19/86
62541	39314224486548819288037527626703125/3698	33/86	17/86
62542	16042141381731012053742470828140625/3698	1/2	35/86
62543	16042141381731012053742470828140625/3698	27/86	25/86
62544	28748788020725873086409774454390625/3698	1/2	41/86
62545	27670002249025973810817550354578125/3698	39/86	27/86
62546	26490700619691693683355758958765625/3698	19/86	15/86
62547	60645253561969177532645436622765625/3698	33/86	25/86
62548	23807763961422457379120991738578125/3698	13/86	9/86
62549	16042141381731012053742470828140625/3698	29/86	13/86
62550	19487433490559148870653605502640625/3698	35/86	5/86
62551	23116089075781923787386872467203125/3698	33/86	7/86
62552	19487433490559148870653605502640625/3698	21/86	11/86
62553	20978184883802092685663231082953125/3698	11/86	3/86
62554	17677009293245000543295843651390625/3698	27/86	11/86
62555	19720594182637486155237559680453125/3698	15/86	9/86
62556	20779418031369700176995281005578125/3698	5/86	5/86
62557	20779418031369700176995281005578125/3698	7/86	1/86
62558	19720594182637486155237559680453125/3698	41/86	1/86
62559	25086033167404871198134199348703125/3698	37/86	23/86
62560	16042141381731012053742470828140625/3698	31/86	7/86
62561	50311487988466540007842016546265625/3698	29/86	19/86
62562	19487433490559148870653605502640625/3698	25/86	25/86
62563	25483566872269656215470099503453125/3698	33/86	25/86
62564	23116089075781923787386872467203125/3698	21/86	3/86
62565	27715704116556049460620765153390625/3698	41/86	29/86
62566	17677009293245000543295843651390625/3698	25/86	15/86
62567	26490700619691693683355758958765625/3698	35/86	7/86
62568	26490700619691693683355758958765625/3698	11/86	11/86
62569	16042141381731012053742470828140625/3698	41/86	19/86
62570	19487433490559148870653605502640625/3698	13/86	7/86
62571	39314224486548819288037527626703125/3698	15/86	11/86
62572	16042141381731012053742470828140625/3698	21/86	15/86
62573	38507859830220216297772879255015625/3698	31/86	3/86
62574	39314224486548819288037527626703125/3698	1/86	1/86
62575	17677009293245000543295843651390625/3698	37/86	13/86
62576	41108527582274408931524759053015625/3698	37/86	29/86
62577	201617686345507410014165719707203125/3698	7/86	3/86
62578	17677009293245000543295843651390625/3698	9/86	9/86
62579	20257594591528942228448521556703125/3698	27/86	15/86
62580	38507859830220216297772879255015625/3698	1/2	29/86
62581	23807763961422457379120991738578125/3698	41/86	17/86
62582	21194361971484037822827643940828125/3698	37/86	37/86
62583	47259384372230203057414046180828125/3698	23/86	19/86
62584	56194225777604467255020083476140625/3698	31/86	21/86
62585	84692560112610561914771706522078125/3698	19/86	1/86
62586	40182053126551165370462744089515625/3698	41/86	27/86
62587	331296402037260801183714410842390625/3698	41/86	9/86
62588	67760558967125455617498207255953125/3698	5/86	5/86
62589	20257594591528942228448521556703125/3698	23/86	9/86
62590	108257945560430419403172811490515625/3698	23/86	11/86
62591	155122629905111152319001559356765625/3698	21/86	5/86
62592	2163899724227488069329577879709225/256	1/2	3/16
62593	45031213455054782405914229447703125/3698	5/86	1/86
62594	49839542290014106403707008763390625/3698	1/2	23/86
62595	40182053126551165370462744089515625/3698	33/86	17/86
62596	27283349941192159186291939437640625/3698	1/2	31/86
62597	5709818012733830619101506412273703125/7396	19/43	7/86
62598	317391953146770699320012817417953125/3698	1/2	23/86
62599	214732469524209713985012313604890625/3698	21/86	13/86
62600	45031213455054782405914229447703125/3698	23/86	23/86
62601	33638757991437968287607177997828125/3698	25/86	5/86
62602	99847813542075428099534987802828125/3698	33/86	27/86
62603	49839542290014106403707008763390625/3698	17/86	5/86
62604	30063818725007920632028697596890625/3698	37/86	7/86
62605	264620956896954318661826189490953125/3698	39/86	15/86
62606	214732469524209713985012313604890625/3698	41/86	41/86
62607	186621019661405947668848738138453125/3698	11/86	3/86
62608	57054075433832317680712294093953125/3698	1/2	9/86
62609	1300110899685394211256489993153453125/3698	21/86	15/86
62610	33638757991437968287607177997828125/3698	29/86	29/86
62611	44320977053749568670424571806890625/3698	29/86	9/86
62612	41880811056224906776409919773703125/3698	1/2	19/86
62613	2069067107393710129561261519695265625/3698	23/86	11/86
