n	radius_squared	x	y
7735	656682177499558708760513187625/8978	61/134	31/134
7736	1971810643866659481166458125/882	1/2	1/42
7737	212688842129458542216995606825/4418	29/94	13/94
7738	13628959492172819224221979525/1922	17/62	17/62
7739	234543361997604862678832110625/2916	5/54	2/27
7740	49767432414122368270690625/144	1/3	1/12
7741	508903303509528615756255474625/8978	53/134	3/134
7742	13628959492172819224221979525/1922	1/2	19/62
7743	761103170735489699670859957625/8978	49/134	7/134
7744	732914037224924453391025/98	1/14	1/14
7745	542642749046071949397554180125/8978	25/134	23/134
7746	32285175735602105728096850425/1922	1/2	17/62
7747	23390094077480917423718453125/3698	39/86	21/86
7748	8634881937102414432183428125/882	13/42	13/42
7749	1338352495049203132097676025/36	1/6	0
7750	31405921579049835595229774725/882	19/42	19/42
7751	242341737434998288320514848125/2916	19/54	1/27
7752	37177595223967310391642025/256	1/2	3/16
7753	672845307324678773852230392625/8978	61/134	17/134
7754	150860316039761330264440563125/4096	5/32	9/64
7755	828383009032549562625190119625/8978	65/134	33/134
7756	5882325517204614391554915625/1024	1/2	13/32
7757	926804752679981193828183005125/8978	63/134	43/134
7758	13051930949312556131467203125/3698	1/86	1/86
7759	525133532538538259281943603125/4096	23/64	3/32
7760	15311169982272323256681025/256	1/16	0
7761	6593076781649476841793583825/1058	9/46	3/46
7762	8361374104742671435515024725/1922	25/62	25/62
7763	366987694570732272063385653125/4096	13/32	15/64
7764	36978261074870742028619425/196	3/7	5/14
7765	1168610227025601351386119180625/13778	55/166	23/166
7766	8361374104742671435515024725/1922	1/2	17/62
7767	254660096447960864597898530725/4418	45/94	7/94
7768	14769181664315780840515325/256	5/16	1/8
7769	270552971909809923200014240625/4096	7/16	15/64
7770	3020429341334327858624143325/1922	19/62	1/62
7771	288996289227461205891997209025/4418	41/94	23/94
7772	27973942607369286867503125/196	2/7	1/14
7773	13051930949312556131467203125/3698	35/86	29/86
7774	1485183488280415355898059425/1922	13/62	3/62
7775	161885000222565273792888477325/3844	5/62	1/31
7776	186343205198900425/2	1/2	1/2
7777	161885000222565273792888477325/3844	10/31	1/62
7778	1485183488280415355898059425/1922	25/62	7/62
7779	52816817766580944194500360225/1458	13/54	5/54
7780	27973942607369286867503125/196	3/7	3/14
7781	17243791984128267589748640625/3698	31/86	27/86
7782	3020429341334327858624143325/1922	21/62	13/62
7783	747751641753847027296872250625/13778	55/166	13/166
7784	14769181664315780840515325/256	3/8	5/16
7785	840256999496590989436691498125/13778	49/166	41/166
7786	6553509433446958692700965325/1922	9/62	9/62
7787	450303474868338817543420305625/13778	29/166	13/166
7788	36978261074870742028619425/196	1/7	1/14
7789	159620946166570377850898265625/3698	35/86	23/86
7790	6553509433446958692700965325/1922	1/2	21/62
7791	63568831331477505193438890625/3698	23/86	11/86
7792	15311169982272323256681025/256	1/2	1/16
7793	356598705531574670540165213125/13778	49/166	23/166
7794	6693065254551604307180115925/882	11/42	11/42
7795	513632997875754341970696683125/13778	47/166	1/166
7796	13051930949312556131467203125/3698	37/86	3/86
7797	21393298251928723018173640625/3698	35/86	5/86
7798	314397675291151632606417850625/13778	39/166	5/166
7799	314397675291151632606417850625/13778	43/166	19/166
7800	18122030902069580078125/2	1/2	1/2
7801	57159830273672525760244203125/3698	31/86	21/86
7802	6842512855395719587295640625/3698	41/86	17/86
7803	331278087387320847779916795625/13778	51/166	35/166
7804	6954678535035157646694203125/3698	37/86	37/86
7805	17602854305733061566303578125/3698	41/86	21/86
7806	11720343801816430580219265625/3698	37/86	9/86
7807	9433573854453629679179265625/3698	37/86	21/86
7808	732914037224924453391025/98	1/2	3/14
7809	6068732224839596163038890625/3698	31/86	29/86
7810	5005596652604922382652515625/3698	23/86	9/86
7811	10636381369278494804014015625/3698	27/86	15/86
7812	49767432414122368270690625/144	5/12	1/3
7813	7384494071664687475398265625/3698	33/86	21/86
7814	7780976974841314990855890625/3698	35/86	33/86
7815	5005596652604922382652515625/3698	27/86	15/86
7816	6545780238021821577314828125/3698	11/86	11/86
7817	6545780238021821577314828125/3698	35/86	7/86
7818	6789769716899746202211828125/3698	1/2	15/86
7819	5005596652604922382652515625/3698	37/86	31/86
7820	6545780238021821577314828125/3698	33/86	23/86
7821	6545780238021821577314828125/3698	41/86	25/86
7822	5005596652604922382652515625/3698	39/86	11/86
7823	6068732224839596163038890625/3698	33/86	5/86
7824	50755358906518885301767825/144	5/12	0
7825	6068732224839596163038890625/3698	9/86	1/86
7826	8947901426286710229540453125/3698	29/86	11/86
7827	5005596652604922382652515625/3698	21/86	13/86
7828	7209896095953879028224265625/3698	21/86	9/86
7829	39927227593454372591365765625/3698	17/86	11/86
7830	5005596652604922382652515625/3698	41/86	41/86
7831	14072337759210064811608015625/3698	29/86	11/86
7832	6954678535035157646694203125/3698	27/86	17/86
7833	9433573854453629679179265625/3698	29/86	25/86
7834	6068732224839596163038890625/3698	27/86	27/86
7835	6842512855395719587295640625/3698	29/86	21/86
7836	22549574133090811463517453125/3698	41/86	23/86
7837	33357901589785225497547140625/3698	17/86	1/86
7838	6842512855395719587295640625/3698	1/2	11/86
7839	16044730402658110403650765625/3698	23/86	15/86
7840	277114597783040265625/2	1/2	1/2
7841	177685157932461872608404555625/3698	41/86	7/86
7842	19474844280741663440764515625/3698	7/86	1/86
7843	82914792816139929903619083125/3698	25/86	1/86
7844	127956109046469082184932725625/3698	39/86	33/86
7845	63568831331477505193438890625/3698	25/86	5/86
7846	17067909702947188787303265625/3698	27/86	27/86
7847	16044730402658110403650765625/3698	33/86	3/86
7848	62507895112137694547987425/144	5/12	0
7849	105476168307882823381661160625/3698	31/86	11/86
7850	63568831331477505193438890625/3698	29/86	29/86
7851	19405815147269827682002390625/3698	37/86	13/86
7852	55530090601634998926277000625/3698	5/86	5/86
7853	50112520786841340494445098125/3698	21/86	15/86
7854	50112520786841340494445098125/3698	29/86	13/86
7855	50112520786841340494445098125/3698	31/86	7/86
7856	19405815147269827682002390625/3698	9/86	9/86
7857	45719778746908892967315203125/3698	39/86	3/86
7858	82617939675603291085436513125/3698	1/2	25/86
7859	17243791984128267589748640625/3698	17/86	5/86
7860	74825544736516522108144050625/3698	41/86	5/86
7861	13051930949312556131467203125/3698	33/86	17/86
7862	74825544736516522108144050625/3698	37/86	37/86
7863	101496035929730331968472623125/3698	37/86	21/86
7864	82914792816139929903619083125/3698	37/86	17/86
7865	46539053164472340853377953125/3698	35/86	21/86
7866	32125578920480813022459945325/1682	7/58	7/58
7867	82914792816139929903619083125/3698	31/86	3/86
7868	125985452309147291426774658125/5618	3/106	3/106
7869	109980602286304832025709338625/4802	39/98	9/98
7870	9074359469327763583005190625/1682	1/2	13/58
7871	119565811427152524984646013125/5618	17/106	15/106
7872	851094209849206816206025/98	1/2	1/14
7873	11714907115114871055899692025/722	7/38	3/38
7874	13051930949312556131467203125/3698	41/86	27/86
7875	60666965696606350480140625/18	1/6	1/6
7876	17243791984128267589748640625/3698	1/2	23/86
7877	95129003252260038126470185625/5618	35/106	1/106
7878	87467607017178692774002788125/5618	5/106	1/106
7879	87467607017178692774002788125/5618	21/106	3/106
7880	9947514285021977636396226725/1682	19/58	5/58
7881	5403832043532263706733428125/1682	15/58	11/58
7882	62685825411225106019292598625/4802	29/98	17/98
7883	100151977825319287032111532625/4802	47/98	23/98
7884	3762531309878779105994427725/1682	1/2	1/58
7885	109980602286304832025709338625/4802	37/98	25/98
7886	14327443872244737177195455125/1682	1/2	7/58
7887	44986298236290958437374688425/4802	1/14	1/98
7888	37041415229276425631628615625/4802	3/98	3/98
7889	62685825411225106019292598625/4802	39/98	1/98
7890	3097332404264851308249556525/1682	15/58	7/58
7891	107372750456850924171659599625/4802	27/98	9/98
7892	1325468237092819399764803125/1682	7/58	7/58
7893	41045892551360363537750628125/4802	15/98	9/98
7894	4381029607393098959034607625/1682	11/58	7/58
7895	1325468237092819399764803125/1682	21/58	11/58
7896	1728730601836195805456899225/1682	1/2	19/58
7897	1070978335570998075009960925/1682	11/58	5/58
7898	586863055822646072448915625/1682	23/58	23/58
7899	586863055822646072448915625/1682	19/58	1/58
7900	586863055822646072448915625/1682	11/58	3/58
7901	773828277146674909689278125/1682	23/58	19/58
7902	1070978335570998075009960925/1682	1/2	1/58
7903	1728730601836195805456899225/1682	15/58	7/58
7904	94911653995132486103515625/98	1/2	5/14
7905	42964442135783499631200545125/4802	17/98	1/98
7906	1325468237092819399764803125/1682	25/58	13/58
7907	107372750456850924171659599625/4802	41/98	33/98
7908	13861290397161772116289824125/1682	15/58	1/58
7909	88309228499025149355645777625/4802	43/98	3/98
7910	3097332404264851308249556525/1682	1/2	19/58
7911	69688012251463764283037453125/3698	17/86	7/86
7912	5403832043532263706733428125/1682	23/58	7/58
7913	3762531309878779105994427725/1682	21/58	13/58
7914	44986298236290958437374688425/4802	5/98	5/98
7915	62685825411225106019292598625/4802	45/98	43/98
7916	40597391091286962492264962725/4802	37/98	15/98
7917	79357851944917758142335124525/4802	29/98	15/98
7918	119785785191746984769539322125/4802	1/2	37/98
7919	71837040799725121496561591125/4802	25/98	3/98
7920	102837822420048828125/2	1/2	1/2
7921	107372750456850924171659599625/4802	43/98	23/98
7922	9947514285021977636396226725/1682	1/2	3/58
7923	122545540187766383729428596625/4802	33/98	31/98
7924	195355206426507307744890625/36	1/6	0
7925	156351206446460558551339933625/4802	33/98	27/98
7926	9074359469327763583005190625/1682	27/58	7/58
7927	32125578920480813022459945325/1682	27/58	23/58
7928	3053917510464311236103515625/256	1/2	3/16
7929	139837610532732928812268104625/4802	19/98	1/14
7930	139837610532732928812268104625/4802	3/98	3/98
7931	214400020042963078255948544125/4802	31/98	5/98
7932	224842784755036712687515625/98	1/2	3/14
7933	238166744673382912684975965625/3364	9/58	3/29
7934	187613968606049419337974754125/4802	43/98	13/98
7935	106099759991252260465506340625/4802	23/98	15/98
7936	2105955795258581144328125/98	5/14	5/14
7937	13774385026714298283823703125/256	7/16	1/8
7938	42183745675672285140625/4	1/2	0
7939	160251860245540655646175857125/4802	31/98	1/98
7940	779562264124652336962765625/98	5/14	5/14
7941	169784986970438969485924569625/4802	5/14	3/98
7942	13673589394437514312028530025/1682	11/58	11/58
7943	335276363562171624614539701625/4802	31/98	3/14
7944	224842784755036712687515625/98	1/14	1/14
7945	366187644852140478791133354125/4802	25/98	1/98
7946	169784986970438969485924569625/4802	15/98	15/98
7947	273544853158263237774830901125/4802	29/98	5/98
7948	176583260015786837113302059125/4802	15/98	9/98
7949	83983987329597088841993640625/2738	11/74	1/74
7950	39049879458984633665385578125/2738	1/2	9/74
7951	62963750889246713077332190625/1682	21/58	1/58
7952	195355206426507307744890625/36	1/2	1/3
7953	323451699548027740394419788125/5618	25/106	19/106
7954	40482902558396913799895140625/2738	25/74	21/74
7955	17711427873331813840412793925/1682	13/58	3/58
7956	243695498768358791257390625/98	1/2	5/14
7957	12431289762647720286024015625/1458	11/54	7/54
7958	12431289762647720286024015625/1458	25/54	25/54
7959	22863400926763023855899328125/2738	29/74	13/74
7960	14022241551812721161149515625/1458	25/54	25/54
7961	9505009374047549243463765625/1458	25/54	17/54
7962	7486246321152494536887390625/1458	23/54	19/54
7963	7486246321152494536887390625/1458	5/54	1/54
7964	9505009374047549243463765625/1458	19/54	11/54
7965	8375701329606256264042328125/1458	7/54	5/54
7966	8375701329606256264042328125/1458	13/54	11/54
7967	9505009374047549243463765625/1458	23/54	13/54
7968	64345029039704469195953125/144	1/2	5/12
7969	12533153953390131303328328125/1458	13/54	5/54
7970	9505009374047549243463765625/1458	5/54	5/54
7971	35540138074275195498774203125/2738	35/74	7/74
7972	28736568137307653837231265625/2738	13/74	13/74
7973	31012731950163705626318890625/2738	19/74	11/74
7974	28736568137307653837231265625/2738	17/74	7/74
7975	68911010218993501269407198125/5618	9/106	3/106
7976	22863400926763023855899328125/2738	31/74	7/74
7977	86612921100936785999163175625/5618	27/106	25/106
7978	35540138074275195498774203125/2738	1/2	33/74
7979	113610043874556853444157813125/5618	29/106	11/106
7980	187844219493768685731203125/36	1/2	1/3
7981	155301803094577717093390038125/5618	49/106	9/106
7982	142794275328571457998620370625/5618	49/106	7/106
7983	142794275328571457998620370625/5618	27/106	5/106
7984	369926358318553740605760625/256	7/16	0
7985	7135521183920437207275390625/722	9/38	3/38
7986	6349959218718187239501953125/722	1/38	1/38
7987	6349959218718187239501953125/722	15/38	9/38
7988	6349959218718187239501953125/722	17/38	13/38
7989	323451699548027740394419788125/5618	21/106	11/106
7990	7135521183920437207275390625/722	11/38	11/38
7991	32298267212363472230103188125/1058	3/46	1/46
7992	28153212672218496276188125/98	1/14	1/14
7993	16025678724542621268798828125/722	9/38	3/38
7994	10007611937272401014154873125/1058	1/2	15/46
7995	5148424638249963527513200625/1058	15/46	9/46
7996	10007611937272401014154873125/1058	3/46	3/46
7997	19333857607920425489368418125/1058	11/46	1/46
7998	84039042797229803365883125/242	5/22	3/22
7999	10719468208742964956047238125/484	3/11	3/22
8000	3476230457396718125/2	1/2	1/2
8001	111668317141524533239598125/242	7/22	1/22
8002	10007611937272401014154873125/1058	11/46	9/46
8003	10007611937272401014154873125/1058	19/46	5/46
8004	84039042797229803365883125/242	1/2	1/22
8005	530935251676052768048318108125/2116	9/23	1/46
8006	20865252269933924538031263125/1058	1/2	7/46
8007	7382923328389646599267200625/1058	15/46	7/46
8008	619314914488365251126498125/256	3/16	1/8
8009	32298267212363472230103188125/1058	13/46	5/46
8010	182048576641582016767578125/98	5/14	5/14
8011	925100975561154817599068708125/8978	35/134	25/134
8012	16846758648035203772041015625/256	3/16	0
8013	171844728794563641574940918125/1058	19/46	9/46
8014	500818626461921050651861722125/4802	41/98	41/98
8015	944085651072029532869012029625/4802	27/98	15/98
8016	32874340601421236514390625/144	1/12	0
8017	130238091725958040542225015625/1058	21/46	3/46
8018	3652041513642310366220703125/98	1/2	5/14
8019	2593005794679883603515625/18	1/6	1/6
8020	3835870516737759860928953125/324	2/9	1/6
8021	11166899656854678913437015625/1058	7/46	3/46
8022	235331086878142607041015625/64	1/2	3/8
8023	1517604193291683887581147328125/4418	13/94	5/94
8024	3953352309081464219026890625/784	3/7	11/28
8025	725079143007391613793864663125/8978	65/134	21/134
8026	354714910667835558099102390625/4096	1/2	15/64
8027	109152500192836497889247640625/1458	25/54	1/54
8028	182048576641582016767578125/98	1/2	1/14
8029	110488385450813915369656203125/1444	15/38	7/19
8030	267361421576668119155065203125/3844	4/31	1/62
8031	720400385583129947891991453125/4096	17/64	3/32
8032	21396817474046688585640625/256	1/2	7/16
8033	46220158603152850482641515625/1458	23/54	7/18
8034	62723912814721660122643953125/1444	17/38	0
8035	227405616527847689958846828125/3362	29/82	9/82
8036	4961327672945178028291890625/1024	1/32	0
8037	10566196368813896433270578125/484	5/22	2/11
8038	208459525307451773961472140625/4096	31/64	1/16
8039	62723912814721660122643953125/1444	11/38	2/19
8040	4312636518555162725663125/36	1/6	0
8041	431847131559075920470108015625/3844	15/31	25/62
8042	15602983477497459080127390625/1458	23/54	23/54
8043	188413363985439911080148140625/4418	27/94	3/94
8044	3755259067367344695447453125/1024	15/32	5/16
8045	258169696763673755120056140625/4418	29/94	5/94
8046	65240554654349464105015625/162	1/2	7/18
8047	66763082722387073532754843625/1444	5/19	3/38
8048	24484717613255604841703125/256	7/16	1/8
8049	42990546985371025477317765625/1444	5/38	1/19
8050	5575100168567261908080578125/1024	7/16	3/32
8051	10157646961860761951492328125/1458	23/54	7/18
8052	817551218803209280343890625/484	5/22	1/11
8053	52121282628281685755686140625/1444	7/19	7/38
8054	9412131588513183092667203125/1458	13/54	13/54
8055	1740984002002006254321765625/1058	15/46	7/46
8056	88159304159902780369703125/256	7/16	3/8
8057	9078958788919796080537390625/1458	19/54	5/18
8058	1124706479169437668721140625/1058	1/2	21/46
8059	12610732593070243046303078125/1058	21/46	13/46
8060	1882839107860567134759203125/1922	27/62	7/62
8061	1042159214643240408631515625/1058	21/46	17/46
8062	1815720693553686897512640625/1058	3/46	3/46
8063	1815720693553686897512640625/1058	19/46	5/46
8064	108541009552015625/2	1/2	1/2
8065	1815720693553686897512640625/1058	11/46	9/46
8066	1815720693553686897512640625/1058	1/2	15/46
8067	1042159214643240408631515625/1058	13/46	3/46
8068	1882839107860567134759203125/1922	19/62	13/62
8069	9078958788919796080537390625/1458	19/54	1/18
8070	1124706479169437668721140625/1058	5/46	5/46
8071	47822620143474948786145015625/1444	5/19	1/38
8072	88159304159902780369703125/256	7/16	1/8
8073	65240554654349464105015625/162	7/18	1/6
8074	12610732593070243046303078125/1058	11/46	11/46
8075	10157646961860761951492328125/1458	23/54	5/18
8076	817551218803209280343890625/484	9/22	3/11
8077	159455747068198895678588453125/2116	8/23	3/46
8078	5575100168567261908080578125/1024	3/32	1/16
8079	42990546985371025477317765625/1444	17/38	7/19
8080	3375368063700599636775625/36	1/6	0
8081	47414105814600968836207953125/1458	25/54	5/18
8082	431699444710820755565760625/144	5/12	0
8083	431847131559075920470108015625/3844	3/31	1/62
8084	989809493731913139077404625/484	3/22	1/11
8085	162763467608982944678351118625/4418	11/94	1/94
8086	125536399218299687081770515625/4096	3/16	5/64
8087	433100964615153380051368825625/8978	55/134	53/134
8088	5800677760544142410163125/98	1/14	1/14
8089	62723912814721660122643953125/1444	15/38	4/19
8090	2350456701151775942298048125/144	1/6	1/12
8091	68680538355235577812252206125/4418	43/94	29/94
8092	8308201614410444590138140625/1922	1/2	3/62
8093	34090846733120928346498938425/2116	4/23	3/46
8094	271099683750392063509808125/196	1/2	3/7
8095	951648313241666235242405873125/8978	29/134	25/134
8096	21396817474046688585640625/256	7/16	0
8097	33068480920074774641490798125/1922	21/62	9/62
8098	237995291585832846087368125/256	5/16	1/8
8099	20342706458024702576952960625/1922	17/62	3/62
8100	9984318503117700625/2	1/2	1/2
8101	20342706458024702576952960625/1922	25/62	13/62
8102	237995291585832846087368125/256	3/8	5/16
8103	28731451389168909825180985625/1922	25/62	7/62
8104	9779124260025224582018125/98	5/14	5/14
8105	54373804138152959548818543125/1922	17/62	13/62
8106	271099683750392063509808125/196	1/14	0
8107	11166899656854678913437015625/1058	21/46	13/46
8108	37807677376313027803935206125/4418	1/2	23/94
8109	61563384121532409127044723625/4418	27/94	15/94
8110	2350456701151775942298048125/144	5/12	1/6
8111	3138978379695440783415427825/1058	15/46	5/46
8112	5800677760544142410163125/98	1/2	3/14
8113	263568750932954342771946805625/8978	53/134	43/134
8114	145622223093227637014853798125/8978	31/134	31/134
8115	26906462678349432237771824125/2116	7/46	1/23
8116	23100584244417652635285228125/2116	1/2	1/23
8117	25507829172013572183497209525/2738	35/74	17/74
8118	431699444710820755565760625/144	1/12	0
8119	133894258817262995107617250625/8978	49/134	39/134
8120	3375368063700599636775625/36	1/2	1/3
8121	170830606077197614447649595625/8978	9/134	5/134
8122	21472085611340181127095033625/1444	1/2	3/19
8123	169078151645156920829326893125/8978	37/134	29/134
8124	98710365989369069385907608125/8978	1/2	41/134
8125	134934353508403590261470033125/8978	61/134	9/134
8126	22079563946321844784001903125/2116	15/46	7/23
8127	134934353508403590261470033125/8978	57/134	33/134
8128	233858045842755491237640625/196	3/14	0
8129	98710365989369069385907608125/8978	15/134	7/134
8130	98710365989369069385907608125/8978	27/134	9/134
8131	119675399473836836335126923125/8978	51/134	27/134
8132	6020825280346171127482252525/1458	7/54	5/54
8133	39420190653596751762061917125/4418	29/94	13/94
8134	98710365989369069385907608125/8978	49/134	33/134
8135	98710365989369069385907608125/8978	35/134	11/134
8136	6517773103153738085700625/98	1/2	1/14
8137	130157916216070719809736580625/8978	57/134	1/134
8138	611538349630545060449097125/484	2/11	1/22
8139	133894258817262995107617250625/8978	11/134	7/134
8140	14631394398160069323528856225/2738	3/74	3/74
8141	134934353508403590261470033125/8978	53/134	51/134
8142	15014103483498854453121294125/2116	2/23	3/46
8143	170830606077197614447649595625/8978	39/134	27/134
8144	2674714680302271629020116625/882	11/42	5/42
8145	32992531822036705443775349125/4418	17/94	9/94
8146	133894258817262995107617250625/8978	1/2	61/134
8147	19325424228502587986075299625/2178	9/22	19/66
8148	26127033870630223386111114625/4418	1/2	41/94
8149	277720093264925045739568110625/8978	29/134	21/134
8150	3874788546757436864221251625/1458	17/54	17/54
8151	286045516721946896136425125/1058	17/46	5/46
8152	14631394398160069323528856225/2738	17/74	5/74
8153	113110535935462568022044175625/6962	41/118	11/118
8154	27982207873278523271515454125/4418	15/94	1/94
8155	240656115020142485724065110625/8978	49/134	3/134
8156	285350250145853605045302125/484	3/22	1/11
8157	15708397286204003791993955125/2116	10/23	5/46
8158	57990680860313296295565795625/6962	47/118	17/118
8159	19253379761192648651649659525/2116	19/46	7/23
8160	1855923096107625058632625/162	5/18	5/18
8161	82298112132615395652786873125/6962	29/118	7/118
8162	2722436197522488929561828125/722	1/2	9/38
8163	19261535919223741328446880125/4418	27/94	17/94
8164	1644243644048235888151203125/722	11/38	3/38
8165	504407543855851035260934125/484	5/22	2/11
8166	193896625428970714830731125/1058	7/46	7/46
8167	3463306577190275427312800125/1458	23/54	1/54
8168	346633525344963104115434125/484	1/2	4/11
8169	20988218152858356112054798625/2116	19/46	5/23
8170	2027739084054409965214230125/1458	1/2	1/54
8171	8754786464076839764963040825/2738	23/74	1/74
8172	520229436939108899742072125/484	1/22	0
8173	18808214911222876428490129825/2116	5/23	7/46
8174	328970670550315302631845125/484	9/22	3/11
8175	2027739084054409965214230125/1458	17/54	5/18
8176	2272502494275813143968716625/1024	3/8	1/32
8177	10692747415770467464376688625/2178	19/66	17/66
8178	193896625428970714830731125/1058	19/46	17/46
8179	29833356049525337400608993125/6962	51/118	9/118
8180	346633525344963104115434125/484	7/22	1/11
8181	19261535919223741328446880125/4418	37/94	5/94
8182	4472898950609157859946104625/1458	1/2	23/54
8183	463440433694969732904716125/484	3/11	1/22
8184	1662853074520900015476125/242	1/2	5/22
8185	1465593595405662648125136625/1458	17/54	11/54
8186	1309955337486477234164945125/1458	19/54	19/54
8187	366187948948182726536146625/1058	7/46	3/46
8188	855635567259953337922767625/1458	25/54	19/54
8189	1413714176099267510138406125/1458	7/18	17/54
8190	1860419776444175264839625/242	3/22	1/22
8191	680761144754269444040742125/1458	7/18	5/54
8192	25527273812106625/2	1/2	1/2
8193	3797295160139481020015125/242	9/22	5/22
8194	825347582578185078173289125/1458	1/2	17/54
8195	855635567259953337922767625/1458	11/54	1/54
8196	1662853074520900015476125/242	7/22	3/22
8197	2340739865344688828261951125/1458	17/54	13/54
8198	1465593595405662648125136625/1458	19/54	7/54
8199	3453170692439194410010205125/1458	23/54	11/54
8200	1465593595405662648125136625/1458	23/54	23/54
8201	463440433694969732904716125/484	5/11	5/22
8202	366187948948182726536146625/1058	1/2	9/46
8203	2027739084054409965214230125/1458	1/6	1/54
8204	346633525344963104115434125/484	9/22	2/11
8205	193896625428970714830731125/1058	21/46	5/46
8206	2916077978487555578228364625/1458	25/54	25/54
8207	5907993572853999258357129625/1458	23/54	11/54
8208	1117655345169785256303625/162	5/18	5/18
8209	72950882050439150405696985625/6962	19/118	7/118
8210	328970670550315302631845125/484	5/22	1/11
8211	60053488538759300610214645625/6962	57/118	31/118
8212	6767566674321855061346201125/1444	3/38	0
8213	2027739084054409965214230125/1458	7/18	17/54
8214	15614381188956524035486524125/4418	17/94	7/94
8215	124955471234910623962233450625/6962	5/118	3/118
8216	346633525344963104115434125/484	3/22	0
8217	19261535919223741328446880125/4418	35/94	13/94
8218	3899498238566173010027365625/1458	7/54	1/18
8219	504407543855851035260934125/484	7/22	3/11
8220	193896625428970714830731125/1058	1/2	11/46
8221	78660626513494273192995188125/6962	17/118	1/118
8222	22092809615053898507478011125/4418	37/94	3/94
8223	15708397286204003791993955125/2116	9/23	3/46
8224	2504095105157424674564254625/1024	1/2	15/32
8225	14934635732836961951995775525/2738	21/74	17/74
8226	3899498238566173010027365625/1458	1/2	25/54
8227	9581679637620115267895160625/1682	11/58	5/58
8228	285350250145853605045302125/484	9/22	4/11
8229	6494964049661957329244370625/1682	15/58	5/58
8230	6494964049661957329244370625/1682	3/58	3/58
8231	3874788546757436864221251625/1458	25/54	13/54
8232	56646279122430743078125/2	1/2	1/2
8233	13725108670104489437795770625/1682	23/58	5/58
8234	14934635732836961951995775525/2738	1/2	29/74
8235	32992531822036705443775349125/4418	19/94	3/94
8236	18625062666385167880290593125/1682	23/58	23/58
8237	19325424228502587986075299625/2178	9/22	25/66
8238	27982207873278523271515454125/4418	45/94	9/94
8239	233402842605614154884133263125/6962	57/118	35/118
8240	2674714680302271629020116625/882	19/42	17/42
8241	6020825280346171127482252525/1458	13/54	11/54
8242	23660323635425804681448667625/1444	9/38	3/19
8243	50598343438099346695055977025/1444	15/38	1/19
8244	764390956572457365098306125/324	1/2	4/9
8245	1382512819226093461115473781725/10082	43/142	31/142
8246	611538349630545060449097125/484	5/11	7/22
8247	39420190653596751762061917125/4418	41/94	9/94
8248	1243382985065286294226009025/722	15/38	15/38
8249	8867750911831844266143831025/1444	6/19	11/38
8250	22556129423187964931640625/4	1/2	0
8251	417208476182205305385002951125/3362	21/82	17/82
8252	26837574096139299529218255125/4418	1/2	13/94
8253	25507829172013572183497209525/2738	5/74	3/74
8254	25927667476400357427235653125/1444	1/2	1/19
8255	134468396061264058881970065625/3362	31/82	9/82
8256	6575548139810771605953625/242	1/2	9/22
8257	69330581785385554723990915625/1444	8/19	5/38
8258	11197962830269409182794764725/1444	3/38	0
8259	77464720484877760869421982525/1444	7/19	7/38
8260	27213958201135602005102270225/1444	5/38	0
8261	82412969728460104834388153125/3362	19/82	15/82
8262	14423537038758697509765625/4	1/2	0
8263	66452111235598429674898482125/1444	9/19	13/38
8264	487368126355307484723392125/484	1/2	1/11
8265	382717742635905398356376340625/3362	35/82	5/82
8266	55341646133475265045132854125/3362	1/2	27/82
8267	19482567375350619396542928125/1444	9/19	13/38
8268	1287535468259555683249619525/722	1/2	13/38
8269	28187975400333340356690269825/1444	13/38	5/19
8270	4962686290107729359952052225/1444	1/2	2/19
8271	26906462678349432237771824125/2116	21/46	8/23
8272	25507829172013572183497209525/2738	1/2	21/74
8273	3138978379695440783415427825/1058	21/46	19/46
8274	615193782538981680731763625/1058	1/2	13/46
8275	26104550062960030681666440625/3362	19/82	15/82
8276	37807677376313027803935206125/4418	37/94	37/94
8277	913950047417404811425895725/722	3/38	1/38
8278	4787015978953473453405076925/1444	1/2	1/19
8279	53863302417022916223869835125/3362	35/82	5/82
8280	146433985497816240504701525/722	9/38	9/38
8281	18530172842619296390612965625/3362	31/82	3/82
8282	6970065014196249101056253125/1444	8/19	5/38
8283	4787015978953473453405076925/1444	15/38	4/19
8284	3948414639574762775436304325/1444	3/19	1/38
8285	139961765144321600040405325/722	17/38	13/38
8286	406941261988771485379413425/722	9/38	9/38
8287	4527998439879315109445303125/1444	9/19	9/38
8288	115446816531560342828758525/722	15/38	15/38
8289	4367715309264118114420690625/1444	5/19	5/38
8290	49350680195396633540258525/722	1/2	17/38
8291	9190616700134877133251165625/1444	3/19	3/38
8292	58022493282701312198909725/722	13/38	13/38
8293	34941722474112944915365525/722	17/38	13/38
8294	36223987519034520875562425/722	11/38	1/38
8295	34941722474112944915365525/722	15/38	9/38
8296	34941722474112944915365525/722	1/38	1/38
8297	4367715309264118114420690625/1444	11/38	1/19
8298	49350680195396633540258525/722	15/38	11/38
8299	4367715309264118114420690625/1444	7/19	9/38
8300	65200533688808691027640825/722	9/38	9/38
8301	406941261988771485379413425/722	3/38	1/38
8302	4527998439879315109445303125/1444	5/19	1/38
8303	6044917988021539470358235825/1444	13/38	1/19
8304	720547372145255932827768725/722	15/38	15/38
8305	37725464101607299561405809025/3362	13/82	11/82
8306	139961765144321600040405325/722	1/38	1/38
8307	6970065014196249101056253125/1444	7/19	3/38
